fid2,ID_LINE,ID_POINT,DISTANCE,OVERLAND,X,Y,Z
11018,48,11018,113.81389132,115.1440879,140950.33518,2659462.3293,-39.540000916
11019,48,11019,114.33122719,115.66142377,140950.46798,2659461.8293,-39.540000916
11020,48,11020,114.84856306,116.17885624,140950.60078,2659461.3293,-39.549999237
11021,48,11021,115.36589893,116.69619211,140950.73359,2659460.8293,-39.549999237
11022,48,11022,115.8832348,117.21439702,140950.86639,2659460.3293,-39.520000458
11023,48,11023,116.40057067,117.73260193,140950.99919,2659459.8293,-39.549999237
11024,48,11024,116.91790654,118.25234834,140951.13199,2659459.3293,-39.599998474
11025,48,11025,117.43524241,118.76978089,140951.26479,2659458.8293,-39.61000061
11026,48,11026,117.95257828,119.294887,140951.3976,2659458.3293,-39.700000763
11027,48,11027,118.46991415,119.81222287,140951.5304,2659457.8293,-39.700000763
11028,48,11028,118.98725002,120.33732899,140951.6632,2659457.3293,-39.790000916
11029,48,11029,119.50458589,120.86081413,140951.796,2659456.8293,-39.709999084
11030,48,11030,120,121.35622824,140951.92318,2659456.3505,-39.709999084
11031,49,11031,0,0,140832.06052,2659548.6751,-35.25
11032,49,11032,0.5173358696,0.5182051309,140832.19332,2659548.1751,-35.219997406
11033,49,11033,1.0346717393,1.0416896909,140832.32612,2659547.6751,-35.13999939
11034,49,11034,1.5520076089,1.5590255606,140832.45892,2659547.1751,-35.13999939
11035,49,11035,2.0693434785,2.0779055807,140832.59172,2659546.6751,-35.099998474
11036,49,11036,2.5866793482,2.5953381316,140832.72453,2659546.1751,-35.11000061
11037,49,11037,3.1040152178,3.1142178576,140832.85733,2659545.6751,-35.149997711
11038,49,11038,3.6213510874,3.6324227676,140832.99013,2659545.1751,-35.119998932
11039,49,11039,4.1386869571,4.1501451066,140833.12293,2659544.6751,-35.13999939
11040,49,11040,4.6560228267,4.6683500167,140833.25573,2659544.1751,-35.169998169
11041,49,11041,5.1733586963,5.1865551475,140833.38854,2659543.6751,-35.200000763
11042,49,11042,5.690694566,5.707358478,140833.52134,2659543.1751,-35.259998322
11043,49,11043,6.2080304356,6.2281618085,140833.65414,2659542.6751,-35.200000763
11044,49,11044,6.7253663052,6.7470418286,140833.78694,2659542.1751,-35.159999847
11045,49,11045,7.2427021749,7.2643776982,140833.91975,2659541.6751,-35.159999847
11046,49,11046,7.7600380445,7.7825826083,140834.05255,2659541.1751,-35.189998627
11047,49,11047,8.2773739142,8.3000150854,140834.18535,2659540.6751,-35.180000305
11048,49,11048,8.7947097838,8.8197614906,140834.31815,2659540.1751,-35.130001068
11049,49,11049,9.3120456534,9.3395082628,140834.45095,2659539.6751,-35.079998016
11050,49,11050,9.8293815231,9.8572306018,140834.58376,2659539.1751,-35.099998474
11051,49,11051,10.346717393,10.374952941,140834.71656,2659538.6751,-35.119998932
11052,49,11052,10.864053262,10.893832961,140834.84936,2659538.1751,-35.159999847
11053,49,11053,11.381389132,11.4115553,140834.98216,2659537.6751,-35.13999939
11054,49,11054,11.898725002,11.929277639,140835.11496,2659537.1751,-35.119998932
11055,49,11055,12.416060871,12.446999978,140835.24777,2659536.6751,-35.099998474
11056,49,11056,12.933396741,12.965205109,140835.38057,2659536.1751,-35.130001068
11057,49,11057,13.45073261,13.482927301,140835.51337,2659535.6751,-35.149997711
11058,49,11058,13.96806848,14.002674073,140835.64617,2659535.1751,-35.200000763
11059,49,11059,14.48540435,14.522420478,140835.77898,2659534.6751,-35.25
11060,49,11060,15.002740219,15.040625388,140835.91178,2659534.1751,-35.279998779
11061,49,11061,15.520076089,15.602797016,140836.04458,2659533.6751,-35.059997559
11062,49,11062,16.037411959,16.121002147,140836.17738,2659533.1751,-35.090000153
11063,49,11063,16.554747828,16.638724486,140836.31018,2659532.6751,-35.11000061
11064,49,11064,17.072083698,17.156157037,140836.44299,2659532.1751,-35.099998474
11065,49,11065,17.589419568,17.689576833,140836.57579,2659531.6751,-35.229999542
11066,49,11066,18.106755437,18.208456854,140836.70859,2659531.1751,-35.270000458
11067,49,11067,18.624091307,18.727336874,140836.84139,2659530.6751,-35.229999542
11068,49,11068,19.141427176,19.256238127,140836.97419,2659530.1751,-35.340000153
11069,49,11069,19.658763046,19.79218237,140837.107,2659529.6751,-35.479999542
11070,49,11070,20.176098916,20.31566693,140837.2398,2659529.1751,-35.559997559
11071,49,11071,20.693434785,20.8364707,140837.3726,2659528.6751,-35.619998932
11072,49,11072,21.210770655,21.365371954,140837.5054,2659528.1751,-35.729999542
11073,49,11073,21.728106525,21.898791751,140837.6382,2659527.6751,-35.86000061
11074,49,11074,22.245442394,22.41651409,140837.77101,2659527.1751,-35.880001068
11075,49,11075,22.762778264,22.934719,140837.90381,2659526.6751,-35.909999847
11076,49,11076,23.280114134,23.459825112,140838.03661,2659526.1751,-36
11077,49,11077,23.797450003,23.979571518,140838.16941,2659525.6751,-36.049999237
11078,49,11078,24.314785873,24.50467763,140838.30222,2659525.1751,-36.13999939
11079,49,11079,24.832121742,25.038097427,140838.43502,2659524.6751,-36.270000458
11080,49,11080,25.349457612,25.565009276,140838.56782,2659524.1751,-36.369998932
11081,49,11081,25.866793482,26.09391053,140838.70062,2659523.6751,-36.479999542
11082,49,11082,26.384129351,26.613656935,140838.83342,2659523.1751,-36.529998779
11083,49,11083,26.901465221,27.152300472,140838.96623,2659522.6751,-36.680000305
11084,49,11084,27.418801091,27.693813494,140839.09903,2659522.1751,-36.840000153
11085,49,11085,27.93613696,28.224884248,140839.23183,2659521.6751,-36.959999084
11086,49,11086,28.45347283,28.743089158,140839.36463,2659521.1751,-36.930000305
11087,49,11087,28.9708087,29.263892489,140839.49743,2659520.6751,-36.989997864
11088,49,11088,29.488144569,29.808444668,140839.63024,2659520.1751,-37.159999847
11089,49,11089,30.005480439,30.337345922,140839.76304,2659519.6751,-37.270000458
11090,49,11090,30.522816308,30.868416676,140839.89584,2659519.1751,-37.38999939
11091,49,11091,31.040152178,31.39731793,140840.02864,2659518.6751,-37.5
11092,49,11092,31.557488048,31.922424043,140840.16144,2659518.1751,-37.590000153
11093,49,11093,32.074823917,32.449335892,140840.29425,2659517.6751,-37.689998627
11094,49,11094,32.592159787,32.968215912,140840.42705,2659517.1751,-37.729999542
11095,49,11095,33.109495657,33.515971799,140840.55985,2659516.6751,-37.909999847
11096,49,11096,33.626831526,34.038021949,140840.69265,2659516.1751,-37.979999542
11097,49,11097,34.144167396,34.564933798,140840.82546,2659515.6751,-38.079998016
11098,49,11098,34.661503266,35.096005414,140840.95826,2659515.1751,-38.200000763
11099,49,11099,35.178839135,35.627076168,140841.09106,2659514.6751,-38.319999695
11100,49,11100,35.696175005,36.155977422,140841.22386,2659514.1751,-38.430000305
11101,49,11101,36.213510874,36.691921665,140841.35666,2659513.6751,-38.569999695
11102,49,11102,36.730846744,37.213971815,140841.48947,2659513.1751,-38.63999939
11103,49,11103,37.248182614,37.758522804,140841.62227,2659512.6751,-38.809997559
11104,49,11104,37.765518483,38.283628916,140841.75507,2659512.1751,-38.899997711
11105,49,11105,38.282854353,38.81253017,140841.88787,2659511.6751,-39.009998322
11106,49,11106,38.800190223,39.360286057,140842.02067,2659511.1751,-39.189998627
11107,49,11107,39.317526092,39.88719863,140842.15348,2659510.6751,-39.290000916
11108,49,11108,39.834861962,40.41068319,140842.28628,2659510.1751,-39.369998932
11109,49,11109,40.352197831,40.93273334,140842.41908,2659509.6751,-39.439998627
11110,49,11110,40.869533701,41.471376877,140842.55188,2659509.1751,-39.590000153
11111,49,11111,41.386869571,42.026026954,140842.68469,2659508.6751,-39.790000916
11112,49,11112,41.90420544,42.554927414,140842.81749,2659508.1751,-39.899997711
11113,49,11113,42.42154131,43.081839987,140842.95029,2659507.6751,-40
11114,49,11114,42.93887718,43.605324547,140843.08309,2659507.1751,-40.079998016
11115,49,11115,43.456213049,44.171483705,140843.21589,2659506.6751,-40.309997559
11116,49,11116,43.973548919,44.704903502,140843.3487,2659506.1751,-40.439998627
11117,49,11117,44.490884789,45.231816075,140843.4815,2659505.6751,-40.540000916
11118,49,11118,45.008220658,45.779570708,140843.6143,2659505.1751,-40.719997406
11119,49,11119,45.525556528,46.315515947,140843.7471,2659504.6751,-40.86000061
11120,49,11120,46.042892397,46.848934815,140843.8799,2659504.1751,-40.989997864
11121,49,11121,46.560228267,47.427931803,140844.01271,2659503.6751,-41.25
11122,49,11122,47.077564137,47.953037916,140844.14551,2659503.1751,-41.340000153
11123,49,11123,47.594900006,48.500793803,140844.27831,2659502.6751,-41.520000458
11124,49,11124,48.112235876,49.045344792,140844.41111,2659502.1751,-41.689998627
11125,49,11125,48.629571746,49.586857814,140844.54391,2659501.6751,-41.849998474
11126,49,11126,49.146907615,50.137981511,140844.67672,2659501.1751,-42.040000916
11127,49,11127,49.664243485,50.676623986,140844.80952,2659500.6751,-42.189998627
11128,49,11128,50.181579355,51.200109129,140844.94232,2659500.1751,-42.270000458
11129,49,11129,50.698915224,51.722159279,140845.07512,2659499.6751,-42.340000153
11130,49,11130,51.216251094,52.258103522,140845.20793,2659499.1751,-42.479999542
11131,49,11131,51.733586963,52.794047764,140845.34073,2659498.6751,-42.619998932
11132,49,11132,52.250922833,53.325118518,140845.47353,2659498.1751,-42.739997864
11133,49,11133,52.768258703,53.843323649,140845.60633,2659497.6751,-42.770000458
11134,49,11134,53.285594572,54.36152878,140845.73913,2659497.1751,-42.739997864
11135,49,11135,53.802930442,54.881275185,140845.87194,2659496.6751,-42.689998627
11136,49,11136,54.320266312,55.402078955,140846.00474,2659496.1751,-42.629997253
11137,49,11137,54.837602181,55.920284086,140846.13754,2659495.6751,-42.659999847
11138,49,11138,55.354938051,56.45135484,140846.27034,2659495.1751,-42.540000916
11139,49,11139,55.872273921,56.984774637,140846.40314,2659494.6751,-42.409999847
11140,49,11140,56.38960979,57.504521042,140846.53595,2659494.1751,-42.459999084
11141,49,11141,56.90694566,58.028006185,140846.66875,2659493.6751,-42.379997253
11142,49,11142,57.424281529,58.546885911,140846.80155,2659493.1751,-42.340000153
11143,49,11143,57.941617399,59.075787165,140846.93435,2659492.6751,-42.229999542
11144,49,11144,58.458953269,59.593992075,140847.06715,2659492.1751,-42.259998322
11145,49,11145,58.976289138,60.11373848,140847.19996,2659491.6751,-42.309997559
11146,49,11146,59.493625008,60.633485252,140847.33276,2659491.1751,-42.36000061
11147,49,11147,60.010960878,61.156969812,140847.46556,2659490.6751,-42.439998627
11148,49,11148,60.528296747,61.675174722,140847.59836,2659490.1751,-42.469997406
11149,49,11149,61.045632617,62.192510592,140847.73117,2659489.6751,-42.469997406
11150,49,11150,61.562968486,62.710715723,140847.86397,2659489.1751,-42.5
11151,49,11151,62.080304356,63.2281482,140847.99677,2659488.6751,-42.509998322
11152,49,11152,62.597640226,63.74702822,140848.12957,2659488.1751,-42.469997406
11153,49,11153,63.114976095,64.264750559,140848.26237,2659487.6751,-42.489997864
11154,49,11154,63.632311965,64.783630579,140848.39518,2659487.1751,-42.529998779
11155,49,11155,64.149647835,65.301352918,140848.52798,2659486.6751,-42.549999237
11156,49,11156,64.666983704,65.821099323,140848.66078,2659486.1751,-42.599998474
11157,49,11157,65.184319574,66.338821662,140848.79358,2659485.6751,-42.619998932
11158,49,11158,65.701655444,66.85625414,140848.92638,2659485.1751,-42.629997253
11159,49,11159,66.218991313,67.37368669,140849.05919,2659484.6751,-42.63999939
11160,49,11160,66.736327183,67.891409029,140849.19199,2659484.1751,-42.619998932
11161,49,11161,67.253663052,68.411155435,140849.32479,2659483.6751,-42.569999695
11162,49,11162,67.770998922,68.928877774,140849.45759,2659483.1751,-42.549999237
11163,49,11163,68.288334792,69.448624179,140849.5904,2659482.6751,-42.5
11164,49,11164,68.805670661,69.973730291,140849.7232,2659482.1751,-42.409999847
11165,49,11165,69.323006531,70.494534061,140849.856,2659481.6751,-42.349998474
11166,49,11166,69.840342401,71.119142206,140849.9888,2659481.1751,-42
11167,49,11167,70.35767827,71.689437925,140850.1216,2659480.6751,-41.759998322
11168,49,11168,70.87501414,72.282512063,140850.25441,2659480.1751,-41.469997406
11169,49,11169,71.39235001,72.866065479,140850.38721,2659479.6751,-41.200000763
11170,49,11170,71.909685879,73.454315302,140850.52001,2659479.1751,-40.919998169
11171,49,11171,72.427021749,74.033310578,140850.65281,2659478.6751,-40.659999847
11172,49,11172,72.944357618,74.607885553,140850.78561,2659478.1751,-40.409999847
11173,49,11173,73.461693488,75.136786807,140850.91842,2659477.6751,-40.299999237
11174,49,11174,73.979029358,75.663698656,140851.05122,2659477.1751,-40.200000763
11175,49,11175,74.496365227,76.199643895,140851.18402,2659476.6751,-40.059997559
11176,49,11176,75.013701097,76.733062762,140851.31682,2659476.1751,-39.930000305
11177,49,11177,75.531036967,77.256547905,140851.44962,2659475.6751,-39.849998474
11178,49,11178,76.048372836,77.804303793,140851.58243,2659475.1751,-39.669998169
11179,49,11179,76.565708706,78.348854781,140851.71523,2659474.6751,-39.5
11180,49,11180,77.083044576,78.911026409,140851.84803,2659474.1751,-39.279998779
11181,49,11181,77.600380445,79.504100547,140851.98083,2659473.6751,-38.989997864
11182,49,11182,78.117716315,80.112406561,140852.11364,2659473.1751,-38.669998169
11183,49,11183,78.635052184,80.686981536,140852.24644,2659472.6751,-38.419998169
11184,49,11184,79.152388054,81.241631613,140852.37924,2659472.1751,-38.219997406
11185,49,11185,79.669723924,81.866239757,140852.51204,2659471.6751,-37.869998932
11186,49,11186,80.187059793,82.407752779,140852.64484,2659471.1751,-37.709999084
11187,49,11187,80.704395663,83.021377333,140852.77765,2659470.6751,-37.380001068
11188,49,11188,81.221731533,83.552448948,140852.91045,2659470.1751,-37.259998322
11189,49,11189,81.739067402,84.093961971,140853.04325,2659469.6751,-37.099998474
11190,49,11190,82.256403272,84.627381768,140853.17605,2659469.1751,-36.969997406
11191,49,11191,82.773739142,85.16889479,140853.30885,2659468.6751,-36.809997559
11192,49,11192,83.291075011,85.687774516,140853.44166,2659468.1751,-36.770000458
11193,49,11193,83.808410881,86.214687089,140853.57446,2659467.6751,-36.669998169
11194,49,11194,84.32574675,86.739793202,140853.70726,2659467.1751,-36.579998016
11195,49,11195,84.84308262,87.270863955,140853.84006,2659466.6751,-36.459999084
11196,49,11196,85.36041849,87.795970068,140853.97286,2659466.1751,-36.369998932
11197,49,11197,85.877754359,88.314174978,140854.10567,2659465.6751,-36.340000153
11198,49,11198,86.395090229,88.832380109,140854.23847,2659465.1751,-36.309997559
11199,49,11199,86.912426099,89.350585019,140854.37127,2659464.6751,-36.279998779
11200,49,11200,87.429761968,89.870331424,140854.50407,2659464.1751,-36.229999542
11201,49,11201,87.947097838,90.387763975,140854.63688,2659463.6751,-36.219997406
11202,49,11202,88.464433707,90.906643701,140854.76968,2659463.1751,-36.180000305
11203,49,11203,88.981769577,91.426390106,140854.90248,2659462.6751,-36.130001068
11204,49,11204,89.499105447,91.948440768,140855.03528,2659462.1751,-36.059997559
11205,49,11205,90.016441316,92.46818754,140855.16808,2659461.6751,-36.11000061
11206,49,11206,90.533777186,92.985620017,140855.30089,2659461.1751,-36.119998932
11207,49,11207,91.051113056,93.504500037,140855.43369,2659460.6751,-36.079998016
11208,49,11208,91.568448925,94.025303368,140855.56649,2659460.1751,-36.020000458
11209,49,11209,92.085784795,94.544183388,140855.69929,2659459.6751,-35.979999542
11210,49,11210,92.603120665,95.061519258,140855.83209,2659459.1751,-35.979999542
11211,49,11211,93.120456534,95.578855127,140855.9649,2659458.6751,-35.979999542
11212,49,11212,93.637792404,96.097060037,140856.0977,2659458.1751,-36.009998322
11213,49,11213,94.155128273,96.614782376,140856.2305,2659457.6751,-35.989997864
11214,49,11214,94.672464143,97.150726619,140856.3633,2659457.1751,-35.849998474
11215,49,11215,95.189800013,97.66815917,140856.49611,2659456.6751,-35.86000061
11216,49,11216,95.707135882,98.18703919,140856.62891,2659456.1751,-35.819999695
11217,49,11217,96.224471752,98.704761529,140856.76171,2659455.6751,-35.799999237
11218,49,11218,96.741807622,99.225565299,140856.89451,2659455.1751,-35.86000061
11219,49,11219,97.259143491,99.743287638,140857.02731,2659454.6751,-35.840000153
11220,49,11220,97.776479361,100.26149255,140857.16012,2659454.1751,-35.869998932
11221,49,11221,98.293815231,100.82765171,140857.29292,2659453.6751,-36.099998474
11222,49,11222,98.8111511,101.34537404,140857.42572,2659453.1751,-36.119998932
11223,49,11223,99.32848697,101.89312993,140857.55852,2659452.6751,-35.939998627
11224,49,11224,99.845822839,102.41085227,140857.69132,2659452.1751,-35.919998169
11225,49,11225,100.36315871,102.92828475,140857.82413,2659451.6751,-35.909999847
11226,49,11226,100.88049458,103.44562062,140857.95693,2659451.1751,-35.909999847
11227,49,11227,101.39783045,103.96295649,140858.08973,2659450.6751,-35.909999847
11228,49,11228,101.91516632,104.4811614,140858.22253,2659450.1751,-35.939998627
11229,49,11229,102.43250219,105.00321155,140858.35533,2659449.6751,-36.009998322
11230,49,11230,102.94983806,105.52093389,140858.48814,2659449.1751,-36.029998779
11231,49,11231,103.46717393,106.03836644,140858.62094,2659448.6751,-36.040000916
11232,49,11232,103.9845098,106.55579899,140858.75374,2659448.1751,-36.029998779
11233,49,11233,104.50184567,107.07467901,140858.88654,2659447.6751,-36.069999695
11234,49,11234,105.01918154,107.59442541,140859.01935,2659447.1751,-36.119998932
11235,49,11235,105.53651741,108.11417182,140859.15215,2659446.6751,-36.069999695
11236,49,11236,106.05385328,108.63189416,140859.28495,2659446.1751,-36.090000153
11237,49,11237,106.57118914,109.15077418,140859.41775,2659445.6751,-36.130001068
11238,49,11238,107.08852501,109.66820665,140859.55055,2659445.1751,-36.13999939
11239,49,11239,107.60586088,110.18592899,140859.68336,2659444.6751,-36.119998932
11240,49,11240,108.12319675,110.7056754,140859.81616,2659444.1751,-36.169998169
11241,49,11241,108.64053262,111.22310788,140859.94896,2659443.6751,-36.159999847
11242,49,11242,109.15786849,111.7419879,140860.08176,2659443.1751,-36.119998932
11243,49,11243,109.67520436,112.26709401,140860.21456,2659442.6751,-36.209999084
11244,49,11244,110.19254023,112.79599526,140860.34737,2659442.1751,-36.099998474
11245,49,11245,110.7098761,113.32110138,140860.48017,2659441.6751,-36.189998627
11246,49,11246,111.22721197,113.84190471,140860.61297,2659441.1751,-36.130001068
11247,49,11247,111.74454784,114.36270804,140860.74577,2659440.6751,-36.189998627
11248,49,11248,112.26188371,114.88004391,140860.87858,2659440.1751,-36.189998627
11249,49,11249,112.77921958,115.39747646,140861.01138,2659439.6751,-36.200000763
11250,49,11250,113.29655545,115.91635618,140861.14418,2659439.1751,-36.239997864
11251,49,11251,113.81389132,116.4474278,140861.27698,2659438.6751,-36.36000061
11252,49,11252,114.33122719,116.96515014,140861.40978,2659438.1751,-36.340000153
11253,49,11253,114.84856306,117.48720029,140861.54259,2659437.6751,-36.409999847
11254,49,11254,115.36589893,118.01411286,140861.67539,2659437.1751,-36.309997559
11255,49,11255,115.8832348,118.53183505,140861.80819,2659436.6751,-36.290000916
11256,49,11256,116.40057067,119.05004018,140861.94099,2659436.1751,-36.259998322
11257,49,11257,116.91790654,119.56776252,140862.07379,2659435.6751,-36.279998779
11258,49,11258,117.43524241,120.08548486,140862.2066,2659435.1751,-36.299999237
11259,49,11259,117.95257828,120.60291734,140862.3394,2659434.6751,-36.309997559
11260,49,11260,118.46991415,121.12025321,140862.4722,2659434.1751,-36.309997559
11261,49,11261,118.98725002,121.63999998,140862.605,2659433.6751,-36.36000061
11262,49,11262,119.50458589,122.15743246,140862.7378,2659433.1751,-36.369998932
11263,49,11263,120,122.65325013,140862.86498,2659432.6962,-36.38999939
11264,50,11264,0,0,140743.00232,2659525.0208,-38.579998016
11265,50,11265,0.5173358696,0.5182051309,140743.13512,2659524.5208,-38.61000061
11266,50,11266,1.0346717393,1.0355410005,140743.26792,2659524.0208,-38.61000061
11267,50,11267,1.5520076089,1.5544207265,140743.40072,2659523.5208,-38.649997711
11268,50,11268,2.0693434785,2.0741671317,140743.53353,2659523.0208,-38.599998474
11269,50,11269,2.5866793482,2.5915996826,140743.66633,2659522.5208,-38.61000061
11270,50,11270,3.1040152178,3.1098045927,140743.79913,2659522.0208,-38.63999939
11271,50,11271,3.6213510874,3.6272371436,140743.93193,2659521.5208,-38.629997253
11272,50,11272,4.1386869571,4.1469835488,140744.06474,2659521.0208,-38.579998016
11273,50,11273,4.6560228267,4.6644160997,140744.19754,2659520.5208,-38.590000153
11274,50,11274,5.1733586963,5.1852194302,140744.33034,2659520.0208,-38.649997711
11275,50,11275,5.690694566,5.7040994503,140744.46314,2659519.5208,-38.689998627
11276,50,11276,6.2080304356,6.2218217893,140744.59594,2659519.0208,-38.669998169
11277,50,11277,6.7253663052,6.7400269201,140744.72875,2659518.5208,-38.700000763
11278,50,11278,7.2427021749,7.2620770703,140744.86155,2659518.0208,-38.770000458
11279,50,11279,7.7600380445,7.7795095475,140744.99435,2659517.5208,-38.779998779
11280,50,11280,8.2773739142,8.3677575551,140745.12715,2659517.0208,-38.5
11281,50,11281,8.7947097838,8.8875039603,140745.25995,2659516.5208,-38.450000763
11282,50,11282,9.3120456534,9.4057090911,140745.39276,2659516.0208,-38.419998169
11283,50,11283,9.8293815231,9.9391279584,140745.52556,2659515.5208,-38.290000916
11284,50,11284,10.346717393,10.466039808,140745.65836,2659515.0208,-38.38999939
11285,50,11285,10.864053262,10.989524368,140745.79116,2659514.5208,-38.469997406
11286,50,11286,11.381389132,11.506956845,140745.92396,2659514.0208,-38.459999084
11287,50,11287,11.898725002,12.024679184,140746.05677,2659513.5208,-38.439998627
11288,50,11288,12.416060871,12.545482954,140746.18957,2659513.0208,-38.5
11289,50,11289,12.933396741,13.064362974,140746.32237,2659512.5208,-38.459999084
11290,50,11290,13.45073261,13.582085313,140746.45517,2659512.0208,-38.439998627
11291,50,11291,13.96806848,14.099517864,140746.58798,2659511.5208,-38.450000763
11292,50,11292,14.48540435,14.617722995,140746.72078,2659511.0208,-38.419998169
11293,50,11293,15.002740219,15.135155472,140746.85358,2659510.5208,-38.409999847
11294,50,11294,15.520076089,15.652877811,140746.98638,2659510.0208,-38.430000305
11295,50,11295,16.037411959,16.171082942,140747.11918,2659509.5208,-38.399997711
11296,50,11296,16.554747828,16.688515493,140747.25199,2659509.0208,-38.409999847
11297,50,11297,17.072083698,17.205948044,140747.38479,2659508.5208,-38.399997711
11298,50,11298,17.589419568,17.723380521,140747.51759,2659508.0208,-38.38999939
11299,50,11299,18.106755437,18.24071639,140747.65039,2659507.5208,-38.38999939
11300,50,11300,18.624091307,18.76152016,140747.78319,2659507.0208,-38.450000763
11301,50,11301,19.141427176,19.278952711,140747.916,2659506.5208,-38.439998627
11302,50,11302,19.658763046,19.796288581,140748.0488,2659506.0208,-38.439998627
11303,50,11303,20.176098916,20.313624451,140748.1816,2659505.5208,-38.439998627
11304,50,11304,20.693434785,20.832504471,140748.3144,2659505.0208,-38.479999542
11305,50,11305,21.210770655,21.34984034,140748.44721,2659504.5208,-38.479999542
11306,50,11306,21.728106525,21.867272817,140748.58001,2659504.0208,-38.489997864
11307,50,11307,22.245442394,22.388076587,140748.71281,2659503.5208,-38.549999237
11308,50,11308,22.762778264,22.906956608,140748.84561,2659503.0208,-38.590000153
11309,50,11309,23.280114134,23.425161738,140748.97841,2659502.5208,-38.559997559
11310,50,11310,23.797450003,23.943366648,140749.11122,2659502.0208,-38.529998779
11311,50,11311,24.314785873,24.462246668,140749.24402,2659501.5208,-38.489997864
11312,50,11312,24.832121742,24.981126395,140749.37682,2659501.0208,-38.450000763
11313,50,11313,25.349457612,25.499331525,140749.50962,2659500.5208,-38.419998169
11314,50,11314,25.866793482,26.017053864,140749.64242,2659500.0208,-38.399997711
11315,50,11315,26.384129351,26.534486342,140749.77523,2659499.5208,-38.38999939
11316,50,11316,26.901465221,27.056536492,140749.90803,2659499.0208,-38.459999084
11317,50,11317,27.418801091,27.587607246,140750.04083,2659498.5208,-38.340000153
11318,50,11318,27.93613696,28.116508499,140750.17363,2659498.0208,-38.450000763
11319,50,11319,28.45347283,28.634230839,140750.30643,2659497.5208,-38.430000305
11320,50,11320,28.9708087,29.151953178,140750.43924,2659497.0208,-38.409999847
11321,50,11321,29.488144569,29.669675517,140750.57204,2659496.5208,-38.38999939
11322,50,11322,30.005480439,30.187108067,140750.70484,2659496.0208,-38.379997253
11323,50,11323,30.522816308,30.705313198,140750.83764,2659495.5208,-38.409999847
11324,50,11324,31.040152178,31.222745676,140750.97045,2659495.0208,-38.419998169
11325,50,11325,31.557488048,31.740081545,140751.10325,2659494.5208,-38.419998169
11326,50,11326,32.074823917,32.257803884,140751.23605,2659494.0208,-38.439998627
11327,50,11327,32.592159787,32.775236361,140751.36885,2659493.5208,-38.430000305
11328,50,11328,33.109495657,33.292668912,140751.50165,2659493.0208,-38.419998169
11329,50,11329,33.626831526,33.814719062,140751.63446,2659492.5208,-38.489997864
11330,50,11330,34.144167396,34.332151613,140751.76726,2659492.0208,-38.5
11331,50,11331,34.661503266,34.850356744,140751.90006,2659491.5208,-38.469997406
11332,50,11332,35.178839135,35.370103516,140752.03286,2659491.0208,-38.520000458
11333,50,11333,35.696175005,35.887535994,140752.16566,2659490.5208,-38.529998779
11334,50,11334,36.213510874,36.404968544,140752.29847,2659490.0208,-38.540000916
11335,50,11335,36.730846744,36.931880394,140752.43127,2659489.5208,-38.63999939
11336,50,11336,37.248182614,37.458792243,140752.56407,2659489.0208,-38.739997864
11337,50,11337,37.765518483,37.978539015,140752.69687,2659488.5208,-38.790000916
11338,50,11338,38.282854353,38.495971492,140752.82968,2659488.0208,-38.799999237
11339,50,11339,38.800190223,39.015717897,140752.96248,2659487.5208,-38.849998474
11340,50,11340,39.317526092,39.55166214,140753.09528,2659487.0208,-38.989997864
11341,50,11341,39.834861962,40.075147283,140753.22808,2659486.5208,-39.069999695
11342,50,11342,40.352197831,40.602059132,140753.36088,2659486.0208,-39.169998169
11343,50,11343,40.869533701,41.124109282,140753.49369,2659485.5208,-39.239997864
11344,50,11344,41.386869571,41.67186517,140753.62649,2659485.0208,-39.419998169
11345,50,11345,41.90420544,42.192668939,140753.75929,2659484.5208,-39.479999542
11346,50,11346,42.42154131,42.71471909,140753.89209,2659484.0208,-39.549999237
11347,50,11347,42.93887718,43.328343643,140754.02489,2659483.5208,-39.879997253
11348,50,11348,43.456213049,43.851828786,140754.1577,2659483.0208,-39.959999084
11349,50,11349,43.973548919,44.385248583,140754.2905,2659482.5208,-40.090000153
11350,50,11350,44.490884789,44.93300447,140754.4233,2659482.0208,-40.270000458
11351,50,11351,45.008220658,45.511999746,140754.5561,2659481.5208,-40.529998779
11352,50,11352,45.525556528,46.0430705,140754.6889,2659481.0208,-40.649997711
11353,50,11353,46.042892397,46.601405184,140754.82171,2659480.5208,-40.86000061
11354,50,11354,46.560228267,47.137349427,140754.95451,2659480.0208,-41
11355,50,11355,47.077564137,47.725597434,140755.08731,2659479.5208,-41.279998779
11356,50,11356,47.594900006,48.264240971,140755.22011,2659479.0208,-41.430000305
11357,50,11357,48.112235876,48.795311725,140755.35292,2659478.5208,-41.549999237
11358,50,11358,48.629571746,49.333955262,140755.48572,2659478.0208,-41.700000763
11359,50,11359,49.146907615,49.872597736,140755.61852,2659477.5208,-41.849998474
11360,50,11360,49.664243485,50.393401506,140755.75132,2659477.0208,-41.909999847
11361,50,11361,50.181579355,50.916886066,140755.88412,2659476.5208,-41.989997864
11362,50,11362,50.698915224,51.434608405,140756.01693,2659476.0208,-42.009998322
11363,50,11363,51.216251094,51.958093548,140756.14973,2659475.5208,-42.090000153
11364,50,11364,51.733586963,52.480143699,140756.28253,2659475.0208,-42.159999847
11365,50,11365,52.250922833,53.005249811,140756.41533,2659474.5208,-42.25
