fid2,ID_LINE,ID_POINT,DISTANCE,OVERLAND,X,Y,Z
1,0,1,0,0,145039.38291,2661156.7489,-44.989997864
2,0,2,0.5385905394,0.538683406,145039.58311,2661156.2489,-45
3,0,3,1.0771810788,1.0776451741,145039.78331,2661155.7489,-45.020000458
4,0,4,1.6157716182,1.6162357135,145039.98351,2661155.2489,-45.020000458
5,0,5,2.1543621576,2.1571420758,145040.18371,2661154.7489,-45.069999695
6,0,6,2.6929526971,2.695825411,145040.38391,2661154.2489,-45.079998016
7,0,7,3.2315432365,3.2367317734,145040.58411,2661153.7489,-45.129997253
8,0,8,3.7701337759,3.7776384884,145040.78431,2661153.2489,-45.180000305
9,0,9,4.3087243153,4.3170638269,145040.98451,2661152.7489,-45.209999084
10,0,10,4.8473148547,4.8579701893,145041.18471,2661152.2489,-45.259998322
11,0,11,5.3859053941,5.3966535245,145041.3849,2661151.7489,-45.25
12,0,12,5.9244959335,5.9375598868,145041.5851,2661151.2489,-45.299999237
13,0,13,6.4630864729,6.4765216549,145041.7853,2661150.7489,-45.319999695
14,0,14,7.0016770123,7.0152049901,145041.9855,2661150.2489,-45.329998016
15,0,15,7.5402675517,7.5546305408,145042.1857,2661149.7489,-45.36000061
16,0,16,8.0788580912,8.0947041814,145042.3859,2661149.2489,-45.399997711
17,0,17,8.6174486306,8.6356108963,145042.5861,2661148.7489,-45.450000763
18,0,18,9.15603917,9.1742942315,145042.7863,2661148.2489,-45.459999084
19,0,19,9.6946297094,9.7132559996,145042.9865,2661147.7489,-45.479999542
20,0,20,10.233220249,10.253329923,145043.1867,2661147.2489,-45.439998627
21,0,21,10.771810788,10.795252365,145043.3869,2661146.7489,-45.379997253
22,0,22,11.310401328,11.338372726,145043.5871,2661146.2489,-45.309997559
23,0,23,11.848991867,12.033842755,145043.7873,2661145.7489,-44.869998932
24,0,24,12.387582406,12.572433294,145043.9875,2661145.2489,-44.869998932
25,0,25,12.926172946,13.111116629,145044.1877,2661144.7489,-44.86000061
26,0,26,13.464763485,13.650078256,145044.38789,2661144.2489,-44.879997253
27,0,27,14.003354025,14.189039883,145044.58809,2661143.7489,-44.86000061
28,0,28,14.541944564,14.727723218,145044.78829,2661143.2489,-44.869998932
29,0,29,15.080535103,15.266406553,145044.98849,2661142.7489,-44.879997253
30,0,30,15.619125643,15.805368321,145045.18869,2661142.2489,-44.899997711
31,0,31,16.157716182,16.344051727,145045.38889,2661141.7489,-44.909999847
32,0,32,16.696306722,16.884958089,145045.58909,2661141.2489,-44.959999084
33,0,33,17.234897261,17.423919857,145045.78929,2661140.7489,-44.979999542
34,0,34,17.773487801,17.962881625,145045.98949,2661140.2489,-45
35,0,35,18.31207834,18.502955266,145046.18969,2661139.7489,-45.039997101
36,0,36,18.850668879,19.043029189,145046.38989,2661139.2489,-45.079998016
37,0,37,19.389259419,19.583103112,145046.59009,2661138.7489,-45.119998932
38,0,38,19.927849958,20.12206488,145046.79029,2661138.2489,-45.13999939
39,0,39,20.466440498,20.660748215,145046.99049,2661137.7489,-45.149997711
40,0,40,21.005031037,21.199709983,145047.19068,2661137.2489,-45.129997253
41,0,41,21.543621576,21.739135322,145047.39088,2661136.7489,-45.099998474
42,0,42,22.082212116,22.277725861,145047.59108,2661136.2489,-45.099998474
43,0,43,22.620802655,22.816409197,145047.79128,2661135.7489,-45.090000153
44,0,44,23.159393195,23.355370965,145047.99148,2661135.2489,-45.11000061
45,0,45,23.697983734,23.894332591,145048.19168,2661134.7489,-45.129997253
46,0,46,24.236574273,24.433015997,145048.39188,2661134.2489,-45.13999939
47,0,47,24.775164813,24.97392236,145048.59208,2661133.7489,-45.189998627
48,0,48,25.313755352,25.512605765,145048.79228,2661133.2489,-45.200000763
49,0,49,25.852345892,26.051196305,145048.99248,2661132.7489,-45.200000763
50,0,50,26.390936431,26.592102667,145049.19268,2661132.2489,-45.25
51,0,51,26.929526971,27.130786002,145049.39288,2661131.7489,-45.259998322
52,0,52,27.46811751,27.670859926,145049.59308,2661131.2489,-45.299999237
53,0,53,28.006708049,28.209821694,145049.79328,2661130.7489,-45.319999695
54,0,54,28.545298589,28.749247032,145049.99348,2661130.2489,-45.349998474
55,0,55,29.083889128,29.287930367,145050.19367,2661129.7489,-45.340000153
56,0,56,29.622479668,29.831050728,145050.39387,2661129.2489,-45.270000458
57,0,57,30.161070207,30.438077269,145050.59407,2661128.7489,-44.989997864
58,0,58,30.699660746,30.984135688,145050.79427,2661128.2489,-44.899997711
59,0,59,31.238251286,31.524209329,145050.99447,2661127.7489,-44.86000061
60,0,60,31.776841825,32.064282969,145051.19467,2661127.2489,-44.899997711
61,0,61,32.315432365,32.60370852,145051.39487,2661126.7489,-44.930000305
62,0,62,32.854022904,33.14563054,145051.59507,2661126.2489,-44.989997864
63,0,63,33.392613443,33.686536903,145051.79527,2661125.7489,-45.039997101
64,0,64,33.931203983,34.225962453,145051.99547,2661125.2489,-45.069999695
65,0,65,34.469794522,34.764552993,145052.19567,2661124.7489,-45.069999695
66,0,66,35.008385062,35.305459355,145052.39587,2661124.2489,-45.020000458
67,0,67,35.546975601,35.844142761,145052.59607,2661123.7489,-45.009998322
68,0,68,36.085566141,36.387263122,145052.79627,2661123.2489,-44.939998627
69,0,69,36.62415668,36.949116947,145052.99647,2661122.7489,-44.779998779
70,0,70,37.162747219,37.490023309,145053.19666,2661122.2489,-44.729999542
71,0,71,37.701337759,38.028613849,145053.39686,2661121.7489,-44.729999542
72,0,72,38.239928298,38.567204388,145053.59706,2661121.2489,-44.729999542
73,0,73,38.778518838,39.106629727,145053.79726,2661120.7489,-44.759998322
74,0,74,39.317109377,39.646055065,145053.99746,2661120.2489,-44.789997101
75,0,75,39.855699916,40.185016833,145054.19766,2661119.7489,-44.809997559
76,0,76,40.394290456,40.726939276,145054.39786,2661119.2489,-44.869998932
77,0,77,40.932880995,41.266364615,145054.59806,2661118.7489,-44.899997711
78,0,78,41.471471535,41.806438538,145054.79826,2661118.2489,-44.939998627
79,0,79,42.010062074,42.345121944,145054.99846,2661117.7489,-44.950000763
80,0,80,42.548652613,42.886028306,145055.19866,2661117.2489,-45
81,0,81,43.087243153,43.425453645,145055.39886,2661116.7489,-45.029998779
82,0,82,43.625833692,43.964878983,145055.59906,2661116.2489,-45.059997559
83,0,83,44.164424232,44.504304534,145055.79926,2661115.7489,-45.090000153
84,0,84,44.703014771,45.042987869,145055.99946,2661115.2489,-45.099998474
85,0,85,45.24160531,45.581578408,145056.19965,2661114.7489,-45.099998474
86,0,86,45.78019585,46.121003747,145056.39985,2661114.2489,-45.069999695
87,0,87,46.318786389,46.665503574,145056.60005,2661113.7489,-44.989997864
88,0,88,46.857376929,47.204094114,145056.80025,2661113.2489,-44.989997864
89,0,89,47.395967468,47.745000476,145057.00045,2661112.7489,-45.039997101
90,0,90,47.934558008,48.285907191,145057.20065,2661112.2489,-45.090000153
91,0,91,48.473148547,48.825980832,145057.40085,2661111.7489,-45.129997253
92,0,92,49.011739086,49.369101684,145057.60105,2661111.2489,-45.200000763
93,0,93,49.550329626,49.908527023,145057.80125,2661110.7489,-45.229999542
94,0,94,50.088920165,50.450449043,145058.00145,2661110.2489,-45.289997101
95,0,95,50.627510705,50.990522966,145058.20165,2661109.7489,-45.329998016
96,0,96,51.166101244,51.531429329,145058.40185,2661109.2489,-45.379997253
97,0,97,51.704691783,52.074550181,145058.60205,2661108.7489,-45.450000763
98,0,98,52.243282323,52.614623822,145058.80225,2661108.2489,-45.489997864
99,0,99,52.781872862,53.155530184,145059.00244,2661107.7489,-45.539997101
100,0,100,53.320463402,53.696436899,145059.20264,2661107.2489,-45.590000153
101,0,101,53.859053941,54.237343262,145059.40284,2661106.7489,-45.63999939
102,0,102,54.39764448,54.776026668,145059.60304,2661106.2489,-45.629997253
103,0,103,54.93623502,55.314617207,145059.80324,2661105.7489,-45.629997253
104,0,104,55.474825559,55.856539227,145060.00344,2661105.2489,-45.569999695
105,0,105,56.013416099,56.395500995,145060.20364,2661104.7489,-45.590000153
106,0,106,56.552006638,56.934184331,145060.40384,2661104.2489,-45.599998474
107,0,107,57.090597178,57.475090693,145060.60404,2661103.7489,-45.549999237
108,0,108,57.629187717,58.014052461,145060.80424,2661103.2489,-45.569999695
109,0,109,58.167778256,58.555974904,145061.00444,2661102.7489,-45.509998322
110,0,110,58.706368796,59.094658239,145061.20464,2661102.2489,-45.5
111,0,111,59.244959335,59.63408379,145061.40484,2661101.7489,-45.469997406
112,0,112,59.783549875,60.177204151,145061.60504,2661101.2489,-45.399997711
113,0,113,60.322140414,60.719126171,145061.80524,2661100.7489,-45.340000153
114,0,114,60.860730953,61.259200094,145062.00543,2661100.2489,-45.299999237
115,0,115,61.399321493,61.798161862,145062.20563,2661099.7489,-45.279998779
116,0,116,61.937912032,62.336845197,145062.40583,2661099.2489,-45.270000458
117,0,117,62.476502572,62.875435737,145062.60603,2661098.7489,-45.270000458
118,0,118,63.015093111,63.414026276,145062.80623,2661098.2489,-45.270000458
119,0,119,63.55368365,63.953451615,145063.00643,2661097.7489,-45.299999237
120,0,120,64.09227419,64.49213495,145063.20663,2661097.2489,-45.309997559
121,0,121,64.630864729,65.030725489,145063.40683,2661096.7489,-45.309997559
122,0,122,65.169455269,65.569687257,145063.60703,2661096.2489,-45.329998016
123,0,123,65.708045808,66.108277797,145063.80723,2661095.7489,-45.329998016
124,0,124,66.246636347,66.646868336,145064.00743,2661095.2489,-45.329998016
125,0,125,66.785226887,67.185551742,145064.20763,2661094.7489,-45.340000153
126,0,126,67.323817426,67.724142282,145064.40783,2661094.2489,-45.340000153
127,0,127,67.862407966,68.262732821,145064.60803,2661093.7489,-45.340000153
128,0,128,68.400998505,68.802158372,145064.80823,2661093.2489,-45.309997559
129,0,129,68.939589045,69.343064734,145065.00842,2661092.7489,-45.259998322
130,0,130,69.478179584,69.904918559,145065.20862,2661092.2489,-45.099998474
131,0,131,70.016770123,70.476039603,145065.40882,2661091.7489,-44.909999847
132,0,132,70.555360663,71.022098022,145065.60902,2661091.2489,-44.819999695
133,0,133,71.093951202,71.569893811,145065.80922,2661090.7489,-44.719997406
134,0,134,71.632541742,72.111816254,145066.00942,2661090.2489,-44.779998779
135,0,135,72.171132281,72.650778022,145066.20962,2661089.7489,-44.799999237
136,0,136,72.70972282,73.190203361,145066.40982,2661089.2489,-44.829998016
137,0,137,73.24831336,73.729628911,145066.61002,2661088.7489,-44.86000061
138,0,138,73.786903899,74.268312247,145066.81022,2661088.2489,-44.869998932
139,0,139,74.325494439,74.809218609,145067.01042,2661087.7489,-44.919998169
140,0,140,74.864084978,75.348180377,145067.21062,2661087.2489,-44.939998627
141,0,141,75.402675517,75.889086739,145067.41082,2661086.7489,-44.989997864
142,0,142,75.941266057,76.427677279,145067.61102,2661086.2489,-44.989997864
143,0,143,76.479856596,76.967751202,145067.81122,2661085.7489,-45.029998779
144,0,144,77.018447136,77.50671297,145068.01141,2661085.2489,-45.009998322
145,0,145,77.557037675,78.047619332,145068.21161,2661084.7489,-45.059997559
146,0,146,78.095628215,78.587693255,145068.41181,2661084.2489,-45.099998474
147,0,147,78.634218754,79.126376661,145068.61201,2661083.7489,-45.11000061
148,0,148,79.172809293,79.668298682,145068.81221,2661083.2489,-45.169998169
149,0,149,79.711399833,80.206889221,145069.01241,2661082.7489,-45.169998169
150,0,150,80.249990372,80.746314772,145069.21261,2661082.2489,-45.200000763
151,0,151,80.788580912,81.28574011,145069.41281,2661081.7489,-45.229999542
152,0,152,81.327171451,81.826646473,145069.61301,2661081.2489,-45.180000305
153,0,153,81.86576199,82.380704274,145069.81321,2661080.7489,-45.049999237
154,0,154,82.40435253,82.9304132,145070.01341,2661080.2489,-44.939998627
155,0,155,82.942943069,83.469096535,145070.21361,2661079.7489,-44.930000305
156,0,156,83.481533609,84.00777987,145070.41381,2661079.2489,-44.939998627
157,0,157,84.020124148,84.54637041,145070.61401,2661078.7489,-44.939998627
158,0,158,84.558714687,85.085332178,145070.81421,2661078.2489,-44.959999084
159,0,159,85.097305227,85.624015513,145071.0144,2661077.7489,-44.969997406
160,0,160,85.635895766,86.164089436,145071.2146,2661077.2489,-45.009998322
161,0,161,86.174486306,86.703051204,145071.4148,2661076.7489,-45.029998779
162,0,162,86.713076845,87.241641743,145071.615,2661076.2489,-45.029998779
163,0,163,87.251667385,87.781715666,145071.8152,2661075.7489,-45.069999695
164,0,164,87.790257924,88.320399072,145072.0154,2661075.2489,-45.059997559
165,0,165,88.328848463,88.861305787,145072.2156,2661074.7489,-45.11000061
166,0,166,88.867439003,89.401379428,145072.4158,2661074.2489,-45.149997711
167,0,167,89.406029542,89.940804767,145072.616,2661073.7489,-45.119998932
168,0,168,89.944620082,90.479766535,145072.8162,2661073.2489,-45.13999939
169,0,169,90.483210621,91.018728303,145073.0164,2661072.7489,-45.119998932
170,0,170,91.02180116,91.557690071,145073.2166,2661072.2489,-45.13999939
171,0,171,91.5603917,92.099612514,145073.4168,2661071.7489,-45.200000763
172,0,172,92.098982239,92.639038064,145073.617,2661071.2489,-45.169998169
173,0,173,92.637572779,93.18874699,145073.81719,2661070.7489,-45.059997559
174,0,174,93.176163318,93.774391557,145074.01739,2661070.2489,-44.829998016
175,0,175,93.714753857,94.313074963,145074.21759,2661069.7489,-44.840000153
176,0,176,94.253344397,94.851758369,145074.41779,2661069.2489,-44.829998016
177,0,177,94.791934936,95.391183708,145074.61799,2661068.7489,-44.799999237
178,0,178,95.330525476,95.93310615,145074.81819,2661068.2489,-44.86000061
179,0,179,95.869116015,96.472067918,145075.01839,2661067.7489,-44.840000153
180,0,180,96.407706554,97.012974281,145075.21859,2661067.2489,-44.88999939
181,0,181,96.946297094,97.552399619,145075.41879,2661066.7489,-44.919998169
182,0,182,97.484887633,98.090990159,145075.61899,2661066.2489,-44.919998169
183,0,183,98.023478173,98.631064082,145075.81919,2661065.7489,-44.959999084
184,0,184,98.562068712,99.17002585,145076.01939,2661065.2489,-44.979999542
185,0,185,99.100659252,99.709451189,145076.21959,2661064.7489,-45.009998322
186,0,186,99.639249791,100.24841296,145076.41979,2661064.2489,-45.029998779
187,0,187,100.17784033,100.79153332,145076.61999,2661063.7489,-45.099998474
188,0,188,100.71643087,101.33021665,145076.82018,2661063.2489,-45.090000153
189,0,189,101.25502141,101.86889999,145077.02038,2661062.7489,-45.099998474
190,0,190,101.79361195,102.40897391,145077.22058,2661062.2489,-45.13999939
191,0,191,102.33220249,102.94793568,145077.42078,2661061.7489,-45.119998932
192,0,192,102.87079303,103.48985812,145077.62098,2661061.2489,-45.059997559
193,0,193,103.40938357,104.04165474,145077.82118,2661060.7489,-44.939998627
194,0,194,103.94797411,104.59814338,145078.02138,2661060.2489,-44.799999237
195,0,195,104.48656465,105.1426432,145078.22158,2661059.7489,-44.719997406
196,0,196,105.02515519,105.68160483,145078.42178,2661059.2489,-44.700000763
197,0,197,105.56374572,106.22251155,145078.62198,2661058.7489,-44.649997711
198,0,198,106.10233626,106.76341826,145078.82218,2661058.2489,-44.700000763
199,0,199,106.6409268,107.30210167,145079.02238,2661057.7489,-44.689998627
200,0,200,107.17951734,107.84522203,145079.22258,2661057.2489,-44.759998322
201,0,201,107.71810788,108.38834239,145079.42278,2661056.7489,-44.829998016
202,0,202,108.25669842,108.93284166,145079.62298,2661056.2489,-44.75
203,0,203,108.79528896,109.4729153,145079.82317,2661055.7489,-44.789997101
204,0,204,109.3338795,110.01159863,145080.02337,2661055.2489,-44.779998779
205,0,205,109.87247004,110.55102397,145080.22357,2661054.7489,-44.809997559
206,0,206,110.41106058,111.09414433,145080.42377,2661054.2489,-44.879997253
207,0,207,110.94965112,111.63421797,145080.62397,2661053.7489,-44.840000153
208,0,208,111.48824166,112.17733833,145080.82417,2661053.2489,-44.909999847
209,0,209,112.0268322,112.71602174,145081.02437,2661052.7489,-44.899997711
210,0,210,112.56542274,113.26052157,145081.22457,2661052.2489,-44.979999542
211,0,211,113.10401328,113.80364193,145081.42477,2661051.7489,-45.049999237
212,0,212,113.64260382,114.34306727,145081.62497,2661051.2489,-45.020000458
213,0,213,114.18119436,114.88498929,145081.82517,2661050.7489,-45.079998016
214,0,214,114.71978489,115.42367262,145082.02537,2661050.2489,-45.069999695
215,0,215,115.25837543,115.96235596,145082.22557,2661049.7489,-45.079998016
216,0,216,115.79696597,116.50841437,145082.42577,2661049.2489,-45.169998169
217,0,217,116.33555651,117.04737614,145082.62597,2661048.7489,-45.149997711
218,0,218,116.87414705,117.58828286,145082.82616,2661048.2489,-45.200000763
219,0,219,117.41273759,118.12724463,145083.02636,2661047.7489,-45.180000305
220,0,220,117.95132813,118.67036499,145083.22656,2661047.2489,-45.25
221,0,221,118.48991867,119.20932675,145083.42676,2661046.7489,-45.270000458
222,0,222,119.02850921,119.74875231,145083.62696,2661046.2489,-45.239997864
223,0,223,119.56709975,120.28771407,145083.82716,2661045.7489,-45.259998322
224,0,224,120,120.72794391,145083.98807,2661045.347,-45.180000305
225,1,225,0,0,144953.83926,2661122.4974,-43.059997559
226,1,226,0.5385905394,0.5497089261,144954.03946,2661121.9974,-43.169998169
227,1,227,1.0771810788,1.0886706941,144954.23966,2661121.4974,-43.189998627
228,1,228,1.6157716182,1.6276324622,144954.43986,2661120.9974,-43.169998169
229,1,229,2.1543621576,2.1663158682,144954.64006,2661120.4974,-43.180000305
230,1,230,2.692952697,2.7063895087,144954.84026,2661119.9974,-43.219997406
231,1,231,3.2315432364,3.2464631493,144955.04046,2661119.4974,-43.180000305
232,1,232,3.7701337758,3.7854249173,144955.24066,2661118.9974,-43.159999847
233,1,233,4.3087243152,4.3243866854,144955.44086,2661118.4974,-43.13999939
234,1,234,4.8473148546,4.8740956115,144955.64106,2661117.9974,-43.25
235,1,235,5.385905394,5.4126861509,144955.84126,2661117.4974,-43.25
236,1,236,5.9244959334,5.9527600739,144956.04145,2661116.9974,-43.290000916
237,1,237,6.4630864728,6.4972599014,144956.24165,2661116.4974,-43.209999084
238,1,238,7.0016770122,7.0362216695,144956.44185,2661115.9974,-43.189998627
239,1,239,7.5402675516,7.5807214969,144956.64205,2661115.4974,-43.270000458
240,1,240,8.078858091,8.1226439397,144956.84225,2661114.9974,-43.209999084
241,1,241,8.6174486304,8.663550302,144957.04245,2661114.4974,-43.259998322
242,1,242,9.1560391698,9.2153469247,144957.24265,2661113.9974,-43.13999939
243,1,243,9.6946297092,9.786467969,144957.44285,2661113.4974,-42.950000763
244,1,244,10.233220249,10.348321794,144957.64305,2661112.9974,-43.11000061
245,1,245,10.771810788,10.891442155,144957.84325,2661112.4974,-43.040000916
246,1,246,11.310401327,11.433364175,144958.04345,2661111.9974,-43.099998474
247,1,247,11.848991867,11.972047581,144958.24365,2661111.4974,-43.11000061
248,1,248,12.387582406,12.513970024,144958.44385,2661110.9974,-43.049999237
249,1,249,12.926172946,13.061765117,144958.64405,2661110.4974,-43.149997711
250,1,250,13.464763485,13.600448452,144958.84425,2661109.9974,-43.13999939
251,1,251,14.003354024,14.140522375,144959.04444,2661109.4974,-43.180000305
252,1,252,14.541944564,14.679947713,144959.24464,2661108.9974,-43.209999084
253,1,253,15.080535103,15.218538253,144959.44484,2661108.4974,-43.209999084
254,1,254,15.619125643,15.757963591,144959.64504,2661107.9974,-43.239997864
255,1,255,16.157716182,16.296646927,144959.84524,2661107.4974,-43.229999542
256,1,256,16.696306721,16.839767287,144960.04544,2661106.9974,-43.299999237
257,1,257,17.234897261,17.378357827,144960.24564,2661106.4974,-43.299999237
258,1,258,17.7734878,17.917319595,144960.44584,2661105.9974,-43.319999695
259,1,259,18.31207834,18.456281363,144960.64604,2661105.4974,-43.340000153
260,1,260,18.850668879,18.994964769,144960.84624,2661104.9974,-43.329998016
261,1,261,19.389259418,19.533926537,144961.04644,2661104.4974,-43.349998474
262,1,262,19.927849958,20.073351876,144961.24664,2661103.9974,-43.379997253
263,1,263,20.466440497,20.611942415,144961.44684,2661103.4974,-43.379997253
264,1,264,21.005031037,21.15284913,144961.64704,2661102.9974,-43.430000305
265,1,265,21.543621576,21.691532536,144961.84724,2661102.4974,-43.419998169
266,1,266,22.082212115,22.230958087,144962.04743,2661101.9974,-43.450000763
267,1,267,22.620802655,22.769641493,144962.24763,2661101.4974,-43.439998627
268,1,268,23.159393194,23.308324828,144962.44783,2661100.9974,-43.430000305
269,1,269,23.697983734,23.848398468,144962.64803,2661100.4974,-43.469997406
270,1,270,24.236574273,24.388472109,144962.84823,2661099.9974,-43.430000305
271,1,271,24.775164812,24.928545749,144963.04843,2661099.4974,-43.469997406
272,1,272,25.313755352,25.467507376,144963.24863,2661098.9974,-43.450000763
273,1,273,25.852345891,26.007581299,144963.44883,2661098.4974,-43.409999847
274,1,274,26.390936431,26.546543067,144963.64903,2661097.9974,-43.38999939
275,1,275,26.92952697,27.08661699,144963.84923,2661097.4974,-43.349998474
276,1,276,27.468117509,27.62520753,144964.04943,2661096.9974,-43.349998474
277,1,277,28.006708049,28.165281453,144964.24963,2661096.4974,-43.309997559
278,1,278,28.545298588,28.705355093,144964.44983,2661095.9974,-43.270000458
279,1,279,29.083889128,29.244316861,144964.65003,2661095.4974,-43.25
280,1,280,29.622479667,29.786239304,144964.85023,2661094.9974,-43.189998627
281,1,281,30.161070206,30.328161747,144965.05042,2661094.4974,-43.129997253
282,1,282,30.699660746,30.999040229,144965.25062,2661093.9974,-42.729999542
283,1,283,31.238251285,31.538001997,144965.45082,2661093.4974,-42.709999084
284,1,284,31.776841825,32.076592536,144965.65102,2661092.9974,-42.709999084
285,1,285,32.315432364,32.616017875,144965.85122,2661092.4974,-42.680000305
286,1,286,32.854022903,33.154701281,144966.05142,2661091.9974,-42.669998169
287,1,287,33.392613443,33.69412662,144966.25162,2661091.4974,-42.63999939
288,1,288,33.931203982,34.232717159,144966.45182,2661090.9974,-42.63999939
289,1,289,34.469794522,34.77583752,144966.65202,2661090.4974,-42.709999084
290,1,290,35.008385061,35.314799288,144966.85222,2661089.9974,-42.689998627
291,1,291,35.5469756,35.85570565,144967.05242,2661089.4974,-42.739997864
292,1,292,36.08556614,36.394667418,144967.25262,2661088.9974,-42.759998322
293,1,293,36.624156679,36.934092969,144967.45282,2661088.4974,-42.790000916
294,1,294,37.162747219,37.476014989,144967.65302,2661087.9974,-42.849998474
295,1,295,37.701337758,38.014976758,144967.85321,2661087.4974,-42.869998932
296,1,296,38.239928297,38.561035176,144968.05341,2661086.9974,-42.959999084
297,1,297,38.778518837,39.101941539,144968.25361,2661086.4974,-43.009998322
298,1,298,39.317109376,39.640903307,144968.45381,2661085.9974,-43.029998779
299,1,299,39.855699916,40.185403134,144968.65401,2661085.4974,-43.11000061
300,1,300,40.394290455,40.726309496,144968.85421,2661084.9974,-43.159999847
301,1,301,40.932880994,41.267215859,144969.05441,2661084.4974,-43.209999084
302,1,302,41.471471534,41.808122221,144969.25461,2661083.9974,-43.259998322
303,1,303,42.010062073,42.349028583,144969.45481,2661083.4974,-43.309997559
304,1,304,42.548652613,42.889935298,144969.65501,2661082.9974,-43.36000061
305,1,305,43.087243152,43.430008939,144969.85521,2661082.4974,-43.399997711
306,1,306,43.625833691,43.971931382,144970.05541,2661081.9974,-43.459999084
307,1,307,44.164424231,44.51135672,144970.25561,2661081.4974,-43.489997864
308,1,308,44.70301477,45.052263435,144970.45581,2661080.9974,-43.540000916
309,1,309,45.24160531,45.598321225,144970.65601,2661080.4974,-43.629997253
310,1,310,45.780195849,46.140243668,144970.8562,2661079.9974,-43.689998627
311,1,311,46.318786388,46.683364029,144971.0564,2661079.4974,-43.759998322
312,1,312,46.857376928,47.233072955,144971.2566,2661078.9974,-43.869998932
313,1,313,47.395967467,47.777572782,144971.4568,2661078.4974,-43.950000763
314,1,314,47.934558007,48.327280945,144971.657,2661077.9974,-44.059997559
315,1,315,48.473148546,48.879078397,144971.8572,2661077.4974,-44.180000305
316,1,316,49.011739085,49.43556703,144972.0574,2661076.9974,-44.319999695
317,1,317,49.550329625,49.983362123,144972.2576,2661076.4974,-44.419998169
318,1,318,50.088920164,50.539850756,144972.4578,2661075.9974,-44.559997559
319,1,319,50.627510704,51.10170458,144972.658,2661075.4974,-44.719997406
320,1,320,51.166101243,51.64950037,144972.8582,2661074.9974,-44.819999695
321,1,321,51.704691782,52.217373488,144973.0584,2661074.4974,-45
322,1,322,52.243282322,52.763431907,144973.2586,2661073.9974,-45.090000153
323,1,323,52.781872861,53.313140833,144973.4588,2661073.4974,-45.200000763
324,1,324,53.320463401,53.860935926,144973.659,2661072.9974,-45.299999237
325,1,325,53.85905394,54.401009849,144973.85919,2661072.4974,-45.340000153
326,1,326,54.397644479,54.941916212,144974.05939,2661071.9974,-45.38999939
327,1,327,54.936235019,55.48087798,144974.25959,2661071.4974,-45.409999847
328,1,328,55.474825558,56.019561315,144974.45979,2661070.9974,-45.419998169
329,1,329,56.013416098,56.558151854,144974.65999,2661070.4974,-45.419998169
330,1,330,56.552006637,57.097113622,144974.86019,2661069.9974,-45.439998627
331,1,331,57.090597176,57.63607539,144975.06039,2661069.4974,-45.459999084
332,1,332,57.629187716,58.175037159,144975.26059,2661068.9974,-45.479999542
333,1,333,58.167778255,58.713627698,144975.46079,2661068.4974,-45.479999542
334,1,334,58.706368795,59.252589466,144975.66099,2661067.9974,-45.5
335,1,335,59.244959334,59.791180005,144975.86119,2661067.4974,-45.5
336,1,336,59.783549873,60.330141773,144976.06139,2661066.9974,-45.479999542
337,1,337,60.322140413,60.868825179,144976.26159,2661066.4974,-45.469997406
338,1,338,60.860730952,61.40889882,144976.46179,2661065.9974,-45.430000305
339,1,339,61.399321492,61.947860588,144976.66199,2661065.4974,-45.409999847
340,1,340,61.937912031,62.486822356,144976.86218,2661064.9974,-45.430000305
341,1,341,62.47650257,63.029942717,144977.06238,2661064.4974,-45.5
342,1,342,63.01509311,63.568626123,144977.26258,2661063.9974,-45.489997864
343,1,343,63.553683649,64.107587891,144977.46278,2661063.4974,-45.509998322
344,1,344,64.092274189,64.652087718,144977.66298,2661062.9974,-45.590000153
345,1,345,64.630864728,65.191513057,144977.86318,2661062.4974,-45.619998932
346,1,346,65.169455267,65.730196392,144978.06338,2661061.9974,-45.61000061
347,1,347,65.708045807,66.270270315,144978.26358,2661061.4974,-45.569999695
348,1,348,66.246636346,66.812192758,144978.46378,2661060.9974,-45.509998322
349,1,349,66.785226886,67.359987851,144978.66398,2661060.4974,-45.409999847
350,1,350,67.323817425,67.921841676,144978.86418,2661059.9974,-45.25
351,1,351,67.862407964,68.543276001,144979.06438,2661059.4974,-44.939998627
352,1,352,68.400998504,69.137060279,144979.26458,2661058.9974,-44.689998627
353,1,353,68.939589043,69.768707697,144979.46478,2661058.4974,-44.36000061
354,1,354,69.478179583,70.333491234,144979.66498,2661057.9974,-44.189998627
355,1,355,70.016770122,70.892578957,144979.86517,2661057.4974,-44.040000916
356,1,356,70.555360661,71.460452076,144980.06537,2661056.9974,-43.86000061
357,1,357,71.093951201,72.012249528,144980.26557,2661056.4974,-43.739997864
358,1,358,71.63254174,72.571337251,144980.46577,2661055.9974,-43.590000153
359,1,359,72.17113228,73.125395052,144980.66597,2661055.4974,-43.459999084
360,1,360,72.709722819,73.665468975,144980.86617,2661054.9974,-43.419998169
361,1,361,73.248313358,74.206375338,144981.06637,2661054.4974,-43.369998932
362,1,362,73.786903898,74.746449261,144981.26657,2661053.9974,-43.329998016
363,1,363,74.325494437,75.285132596,144981.46677,2661053.4974,-43.319999695
364,1,364,74.864084977,75.823723135,144981.66697,2661052.9974,-43.319999695
365,1,365,75.402675516,76.362684904,144981.86717,2661052.4974,-43.299999237
366,1,366,75.941266055,76.901275443,144982.06737,2661051.9974,-43.299999237
367,1,367,76.479856595,77.440700781,144982.26757,2661051.4974,-43.270000458
